"Level -> Specify Data Points",,,
"Left ROW",,"Right ROW",
X,Y,X,Y
Hz,dBSPL,Hz,dBSPL
4018.46600513012,1.22779449098879,4018.46600513012,1.87501311008787
4308.8693800638,0.930154357761571,4308.8693800638,1.59011810343012
4620.25940016635,0.651061320112757,4620.25940016635,1.33836062815131
4954.15271198346,0.456119768547713,4954.15271198346,1.1648137475011
5312.17556589341,0.408311671607452,5312.17556589341,1.09307447477916
5696.07173687165,0.508860673540771,5696.07173687165,1.09186523812263
6107.71101766688,0.656782476744088,6107.71101766688,1.05466591557984
6549.09832575551,0.644004049794416,6549.09832575551,0.799801435119822
7022.38346843032,0.263904337972556,7022.38346843032,0.159680837065481
7529.871613585,-0.582732552216882,7529.871613585,-0.93267131326397
8074.03451719317,-1.84886328002919,8074.03451719317,-2.39870459392073
8657.52256216619,-3.28756709454191,8657.52256216619,-3.98223657391836
9283.17766722563,-4.42899805263672,9283.17766722563,-5.22594663906441
9954.0471286643,-4.61613786685441,9954.0471286643,-5.47704317358399
10673.3984624127,-3.17165920297511,10673.3984624127,-3.95892183268169
11444.7353187005,-1.03387477552055,11444.7353187005,-1.53576183243555
12271.8145468264,-0.595554861425197,12271.8145468264,-0.993772878474077
13158.6644931515,-1.37334181861488,13158.6644931515,-1.70964587851741
14109.6046214374,-4.00684226492869,14109.6046214374,-4.32542518792923
15129.2665510927,-8.33405757435822,15129.2665510927,-8.78984501639721
16222.6166157939,-11.1274984469541,16222.6166157939,-10.9153443600626
17394.9800523558,-12.302537968121,17394.9800523558,-11.1500088293945
18652.0669376646,-12.9002400700576,18652.0669376646,-11.1467702095868
20000,-13.4118310422065,20000,-11.2831080713268

